area_id,source,calendar_quarter,sex,age_group,population,asfr
MWI_4_12,Census 2018,CY2018Q2,female,15-19,27853.519399134282,0.15032851465162886
MWI_4_12,Census 2018,CY2018Q2,female,20-24,22448.396184638303,0.2542208031200478
MWI_4_12,Census 2018,CY2018Q2,female,25-29,16660.94978229512,0.2298038077392525
MWI_4_12,Census 2018,CY2018Q2,female,30-34,15223.882268800135,0.19883080342745815
MWI_4_12,Census 2018,CY2018Q2,female,35-39,12653.288318095438,0.14481651359428394
MWI_4_12,Census 2018,CY2018Q2,female,40-44,9123.439472034956,0.08757219716435996
MWI_4_12,Census 2018,CY2018Q2,female,45-49,6970.901628430642,0.03878503237974118
MWI_4_12,Census 2018,CY2018Q2,female,50-54,4788.339257055581,
MWI_4_12,Census 2018,CY2018Q2,female,55-59,4021.7863778286905,
MWI_4_12,Census 2018,CY2018Q2,female,60-64,3074.933963176549,
MWI_4_12,Census 2018,CY2018Q2,female,65-69,3438.5141461744915,
MWI_4_12,Census 2018,CY2018Q2,female,70-74,2101.1317476361946,
MWI_4_12,Census 2018,CY2018Q2,female,75-79,2101.3180221227976,
MWI_4_12,Census 2018,CY2018Q2,female,80+,2530.086411891047,
MWI_4_12,Census 2018,CY2018Q2,male,00-04,37999.80050053915,
MWI_4_12,Census 2018,CY2018Q2,male,05-09,36872.92978714577,
MWI_4_12,Census 2018,CY2018Q2,male,10-14,33806.75669163426,
MWI_4_12,Census 2018,CY2018Q2,male,15-19,26706.48060086571,
MWI_4_12,Census 2018,CY2018Q2,male,20-24,20165.603815361694,
MWI_4_12,Census 2018,CY2018Q2,male,25-29,15526.050217704882,
MWI_4_12,Census 2018,CY2018Q2,male,30-34,13778.117731199867,
MWI_4_12,Census 2018,CY2018Q2,male,35-39,12111.711681904562,
MWI_4_12,Census 2018,CY2018Q2,male,40-44,9270.560527965044,
MWI_4_12,Census 2018,CY2018Q2,male,45-49,7360.0983715693565,
MWI_4_12,Census 2018,CY2018Q2,male,50-54,4638.660742944418,
MWI_4_12,Census 2018,CY2018Q2,male,55-59,3674.213622171309,
MWI_4_12,Census 2018,CY2018Q2,male,60-64,2664.0660368234508,
MWI_4_12,Census 2018,CY2018Q2,male,65-69,2824.4858538255075,
MWI_4_12,Census 2018,CY2018Q2,male,70-74,1629.8682523638056,
MWI_4_12,Census 2018,CY2018Q2,male,75-79,1439.6819778772028,
MWI_4_12,Census 2018,CY2018Q2,male,80+,1461.913588108953,
MWI_4_12,Census 2018,CY2019Q2,female,00-04,39945.863430577876,
MWI_4_12,Census 2018,CY2019Q2,female,05-09,39528.233698968725,
MWI_4_12,Census 2018,CY2019Q2,female,10-14,37640.06995951845,
MWI_4_12,Census 2018,CY2019Q2,female,15-19,29056.600480204157,0.15199464596268553
MWI_4_12,Census 2018,CY2019Q2,female,20-24,23671.066893022005,0.25655266096275486
MWI_4_12,Census 2018,CY2019Q2,female,25-29,17134.612772748107,0.23391913784581683
MWI_4_12,Census 2018,CY2019Q2,female,30-34,15697.715129572427,0.2030531115894196
MWI_4_12,Census 2018,CY2019Q2,female,35-39,13197.58673300782,0.14822990636995118
MWI_4_12,Census 2018,CY2019Q2,female,40-44,9430.03654059947,0.09031385325024907
MWI_4_12,Census 2018,CY2019Q2,female,45-49,7182.617641554328,0.039831188726137765
MWI_4_12,Census 2018,CY2019Q2,female,50-54,5110.178965651622,
MWI_4_12,Census 2018,CY2019Q2,female,55-59,4168.716067122147,
MWI_4_12,Census 2018,CY2019Q2,female,60-64,3161.4362773756748,
MWI_4_12,Census 2018,CY2019Q2,female,65-69,3634.3583856290297,
MWI_4_12,Census 2018,CY2019Q2,female,70-74,2182.9550836952108,
MWI_4_12,Census 2018,CY2019Q2,female,75-79,2208.9842203474423,
MWI_4_12,Census 2018,CY2019Q2,female,80+,2643.7596143230153,
MWI_4_12,Census 2018,CY2019Q2,male,00-04,38308.219540645354,
MWI_4_12,Census 2018,CY2019Q2,male,05-09,37292.22524917452,
MWI_4_12,Census 2018,CY2019Q2,male,10-14,35994.7245365191,
MWI_4_12,Census 2018,CY2019Q2,male,15-19,27944.949766174814,
MWI_4_12,Census 2018,CY2019Q2,male,20-24,21169.06956753979,
MWI_4_12,Census 2018,CY2019Q2,male,25-29,15939.023275267009,
MWI_4_12,Census 2018,CY2019Q2,male,30-34,14066.356573319263,
MWI_4_12,Census 2018,CY2019Q2,male,35-39,12574.476784491319,
MWI_4_12,Census 2018,CY2019Q2,male,40-44,9559.351278641007,
MWI_4_12,Census 2018,CY2019Q2,male,45-49,7553.847500054938,
MWI_4_12,Census 2018,CY2019Q2,male,50-54,4810.217617173594,
MWI_4_12,Census 2018,CY2019Q2,male,55-59,3781.0774087894447,
MWI_4_12,Census 2018,CY2019Q2,male,60-64,2812.3139834173826,
MWI_4_12,Census 2018,CY2019Q2,male,65-69,3004.2118897864043,
MWI_4_12,Census 2018,CY2019Q2,male,70-74,1690.3622386639668,
MWI_4_12,Census 2018,CY2019Q2,male,75-79,1514.4025851464085,
MWI_4_12,Census 2018,CY2019Q2,male,80+,1460.6206746712028,
MWI_4_12,Census 2018,CY2020Q2,female,00-04,40618.57200627697,
MWI_4_12,Census 2018,CY2020Q2,female,05-09,40626.48379478764,
MWI_4_12,Census 2018,CY2020Q2,female,10-14,39754.60152134071,
MWI_4_12,Census 2018,CY2020Q2,female,15-19,30165.021107848046,0.15244809575640278
MWI_4_12,Census 2018,CY2020Q2,female,20-24,25016.23781987174,0.2597356055533611
MWI_4_12,Census 2018,CY2020Q2,female,25-29,17669.61954342243,0.2380580581880625
MWI_4_12,Census 2018,CY2020Q2,female,30-34,16160.047445022705,0.20633363448406533
MWI_4_12,Census 2018,CY2020Q2,female,35-39,13760.700479263878,0.15010983499235703
MWI_4_12,Census 2018,CY2020Q2,female,40-44,9782.274547828118,0.09207600507951194
MWI_4_12,Census 2018,CY2020Q2,female,45-49,7331.030631641115,0.040818401307579064
MWI_4_12,Census 2018,CY2020Q2,female,50-54,5487.658895021708,
MWI_4_12,Census 2018,CY2020Q2,female,55-59,4331.352698901293,
MWI_4_12,Census 2018,CY2020Q2,female,60-64,3254.3096936381958,
MWI_4_12,Census 2018,CY2020Q2,female,65-69,3837.270829730028,
MWI_4_12,Census 2018,CY2020Q2,female,70-74,2278.3593140769394,
MWI_4_12,Census 2018,CY2020Q2,female,75-79,2327.4288677774143,
MWI_4_12,Census 2018,CY2020Q2,female,80+,2773.339987533725,
MWI_4_12,Census 2018,CY2020Q2,male,00-04,38648.77995488478,
MWI_4_12,Census 2018,CY2020Q2,male,05-09,37824.49304742588,
MWI_4_12,Census 2018,CY2020Q2,male,10-14,38124.03966759119,
MWI_4_12,Census 2018,CY2020Q2,male,15-19,29124.359808199803,
MWI_4_12,Census 2018,CY2020Q2,male,20-24,22248.076874010174,
MWI_4_12,Census 2018,CY2020Q2,male,25-29,16425.060112142226,
MWI_4_12,Census 2018,CY2020Q2,male,30-34,14317.83996985828,
MWI_4_12,Census 2018,CY2020Q2,male,35-39,13020.594394855474,
MWI_4_12,Census 2018,CY2020Q2,male,40-44,9905.639520241628,
MWI_4_12,Census 2018,CY2020Q2,male,45-49,7678.89579002175,
MWI_4_12,Census 2018,CY2020Q2,male,50-54,5015.140110288861,
MWI_4_12,Census 2018,CY2020Q2,male,55-59,3875.5893724881907,
MWI_4_12,Census 2018,CY2020Q2,male,60-64,2981.696941294741,
MWI_4_12,Census 2018,CY2020Q2,male,65-69,3189.0243437174386,
MWI_4_12,Census 2018,CY2020Q2,male,70-74,1763.5636475099507,
MWI_4_12,Census 2018,CY2020Q2,male,75-79,1598.8771603253276,
MWI_4_12,Census 2018,CY2020Q2,male,80+,1463.4198108588605,
MWI_4_12,Census 2018,CY2021Q2,female,00-04,41316.78392405237,
MWI_4_12,Census 2018,CY2021Q2,female,05-09,41801.6897329728,
MWI_4_12,Census 2018,CY2021Q2,female,10-14,42006.045383717064,
MWI_4_12,Census 2018,CY2021Q2,female,15-19,31169.81774343646,
MWI_4_12,Census 2018,CY2021Q2,female,20-24,26424.935032261506,
MWI_4_12,Census 2018,CY2021Q2,female,25-29,18291.51319378604,
MWI_4_12,Census 2018,CY2021Q2,female,30-34,16638.460154839755,
MWI_4_12,Census 2018,CY2021Q2,female,35-39,14326.504093617465,
MWI_4_12,Census 2018,CY2021Q2,female,40-44,10170.148993065573,
MWI_4_12,Census 2018,CY2021Q2,female,45-49,7442.809823905168,
MWI_4_12,Census 2018,CY2021Q2,female,50-54,5889.215004456442,
MWI_4_12,Census 2018,CY2021Q2,female,55-59,4521.676925239229,
MWI_4_12,Census 2018,CY2021Q2,female,60-64,3353.838200004616,
MWI_4_12,Census 2018,CY2021Q2,female,65-69,4056.823193921372,
MWI_4_12,Census 2018,CY2021Q2,female,70-74,2377.06543326942,
MWI_4_12,Census 2018,CY2021Q2,female,75-79,2473.452367805211,
MWI_4_12,Census 2018,CY2021Q2,female,80+,2915.77872104541,
MWI_4_12,Census 2018,CY2021Q2,male,00-04,39016.766408547606,
MWI_4_12,Census 2018,CY2021Q2,male,05-09,38423.17637851219,
MWI_4_12,Census 2018,CY2021Q2,male,10-14,40315.76199791059,
MWI_4_12,Census 2018,CY2021Q2,male,15-19,30177.885858804417,
MWI_4_12,Census 2018,CY2021Q2,male,20-24,23394.220246434536,
MWI_4_12,Census 2018,CY2021Q2,male,25-29,16992.141408943695,
MWI_4_12,Census 2018,CY2021Q2,male,30-34,14566.591110792517,
MWI_4_12,Census 2018,CY2021Q2,male,35-39,13436.827180506083,
MWI_4_12,Census 2018,CY2021Q2,male,40-44,10282.911127720816,
MWI_4_12,Census 2018,CY2021Q2,male,45-49,7779.942041292314,
MWI_4_12,Census 2018,CY2021Q2,male,50-54,5216.5221203462,
MWI_4_12,Census 2018,CY2021Q2,male,55-59,3970.3336932912807,
MWI_4_12,Census 2018,CY2021Q2,male,60-64,3159.292541848559,
MWI_4_12,Census 2018,CY2021Q2,male,65-69,3405.677500296576,
MWI_4_12,Census 2018,CY2021Q2,male,70-74,1846.505450639978,
MWI_4_12,Census 2018,CY2021Q2,male,75-79,1700.0556840399458,
MWI_4_12,Census 2018,CY2021Q2,male,80+,1464.756325689617,
MWI_4_12,Census 2018,CY2022Q2,female,00-04,42035.677441637155,
MWI_4_12,Census 2018,CY2022Q2,female,05-09,43050.17893643723,
MWI_4_12,Census 2018,CY2022Q2,female,10-14,44447.96933213962,
MWI_4_12,Census 2018,CY2022Q2,female,15-19,32048.878629306757,
MWI_4_12,Census 2018,CY2022Q2,female,20-24,27863.879111536273,
MWI_4_12,Census 2018,CY2022Q2,female,25-29,19007.32703732741,
MWI_4_12,Census 2018,CY2022Q2,female,30-34,17161.977835883637,
MWI_4_12,Census 2018,CY2022Q2,female,35-39,14887.261569192744,
MWI_4_12,Census 2018,CY2022Q2,female,40-44,10571.322016552052,
MWI_4_12,Census 2018,CY2022Q2,female,45-49,7563.596916499749,
MWI_4_12,Census 2018,CY2022Q2,female,50-54,6259.339286410196,
MWI_4_12,Census 2018,CY2022Q2,female,55-59,4769.804602152428,
MWI_4_12,Census 2018,CY2022Q2,female,60-64,3462.7958067775244,
MWI_4_12,Census 2018,CY2022Q2,female,65-69,4293.753649764381,
MWI_4_12,Census 2018,CY2022Q2,female,70-74,2479.6585785028014,
MWI_4_12,Census 2018,CY2022Q2,female,75-79,2637.7638253,
MWI_4_12,Census 2018,CY2022Q2,female,80+,3077.5932687119475,
MWI_4_12,Census 2018,CY2022Q2,male,00-04,39401.62269687338,
MWI_4_12,Census 2018,CY2022Q2,male,05-09,39083.195080004654,
MWI_4_12,Census 2018,CY2022Q2,male,10-14,42660.68337473388,
MWI_4_12,Census 2018,CY2022Q2,male,15-19,31041.644331323216,
MWI_4_12,Census 2018,CY2022Q2,male,20-24,24594.642903220185,
MWI_4_12,Census 2018,CY2022Q2,male,25-29,17654.03893548977,
MWI_4_12,Census 2018,CY2022Q2,male,30-34,14817.766368529132,
MWI_4_12,Census 2018,CY2022Q2,male,35-39,13838.127991251353,
MWI_4_12,Census 2018,CY2022Q2,male,40-44,10658.65917817542,
MWI_4_12,Census 2018,CY2022Q2,male,45-49,7891.197910655326,
MWI_4_12,Census 2018,CY2022Q2,male,50-54,5387.979668383192,
MWI_4_12,Census 2018,CY2022Q2,male,55-59,4081.9896652642547,
MWI_4_12,Census 2018,CY2022Q2,male,60-64,3329.653958545645,
MWI_4_12,Census 2018,CY2022Q2,male,65-69,3672.364014630844,
MWI_4_12,Census 2018,CY2022Q2,male,70-74,1939.2233220912783,
MWI_4_12,Census 2018,CY2022Q2,male,75-79,1805.8576108812124,
MWI_4_12,Census 2018,CY2022Q2,male,80+,1467.34245398276,
MWI_4_12,Census 2018,CY2023Q2,female,00-04,42755.77367919199,
MWI_4_12,Census 2018,CY2023Q2,female,05-09,44377.087750845654,
MWI_4_12,Census 2018,CY2023Q2,female,10-14,47302.99898812719,
MWI_4_12,Census 2018,CY2023Q2,female,15-19,32636.785858966286,
MWI_4_12,Census 2018,CY2023Q2,female,20-24,29298.632802041575,
MWI_4_12,Census 2018,CY2023Q2,female,25-29,19821.598655169288,
MWI_4_12,Census 2018,CY2023Q2,female,30-34,17763.821535723604,
MWI_4_12,Census 2018,CY2023Q2,female,35-39,15436.187077956032,
MWI_4_12,Census 2018,CY2023Q2,female,40-44,10959.593493262777,
MWI_4_12,Census 2018,CY2023Q2,female,45-49,7728.59331764834,
MWI_4_12,Census 2018,CY2023Q2,female,50-54,6562.720508999617,
MWI_4_12,Census 2018,CY2023Q2,female,55-59,5091.309652616695,
MWI_4_12,Census 2018,CY2023Q2,female,60-64,3585.0377721446903,
MWI_4_12,Census 2018,CY2023Q2,female,65-69,4551.173371166887,
MWI_4_12,Census 2018,CY2023Q2,female,70-74,2583.5752555539957,
MWI_4_12,Census 2018,CY2023Q2,female,75-79,2821.6380488016803,
MWI_4_12,Census 2018,CY2023Q2,female,80+,3260.3554749748355,
MWI_4_12,Census 2018,CY2023Q2,male,00-04,39782.47150855943,
MWI_4_12,Census 2018,CY2023Q2,male,05-09,39805.3886073862,
MWI_4_12,Census 2018,CY2023Q2,male,10-14,45303.61446868797,
MWI_4_12,Census 2018,CY2023Q2,male,15-19,31579.58032534348,
MWI_4_12,Census 2018,CY2023Q2,male,20-24,25859.05440161023,
MWI_4_12,Census 2018,CY2023Q2,male,25-29,18409.832413825756,
MWI_4_12,Census 2018,CY2023Q2,male,30-34,15112.560287743638,
MWI_4_12,Census 2018,CY2023Q2,male,35-39,14193.432065402096,
MWI_4_12,Census 2018,CY2023Q2,male,40-44,11028.640241243402,
MWI_4_12,Census 2018,CY2023Q2,male,45-49,8046.586015147728,
MWI_4_12,Census 2018,CY2023Q2,male,50-54,5504.676419616235,
MWI_4_12,Census 2018,CY2023Q2,male,55-59,4215.744442256622,
MWI_4_12,Census 2018,CY2023Q2,male,60-64,3490.6551702419397,
MWI_4_12,Census 2018,CY2023Q2,male,65-69,3993.6726857190097,
MWI_4_12,Census 2018,CY2023Q2,male,70-74,2033.5759926070853,
MWI_4_12,Census 2018,CY2023Q2,male,75-79,1931.580913874592,
MWI_4_12,Census 2018,CY2023Q2,male,80+,1472.1084423113994,
MWI_4_12,Census 2018,CY2024Q2,female,00-04,43487.154571153565,
MWI_4_12,Census 2018,CY2024Q2,female,05-09,45782.14366945054,
MWI_4_12,Census 2018,CY2024Q2,female,10-14,49207.72185427817,
MWI_4_12,Census 2018,CY2024Q2,female,15-19,34151.34904384205,
MWI_4_12,Census 2018,CY2024Q2,female,20-24,30675.253521685714,
MWI_4_12,Census 2018,CY2024Q2,female,25-29,20740.21285781213,
MWI_4_12,Census 2018,CY2024Q2,female,30-34,18436.511532767105,
MWI_4_12,Census 2018,CY2024Q2,female,35-39,15970.617032034246,
MWI_4_12,Census 2018,CY2024Q2,female,40-44,11348.381248443875,
MWI_4_12,Census 2018,CY2024Q2,female,45-49,7943.755724591964,
MWI_4_12,Census 2018,CY2024Q2,female,50-54,6787.626593173243,
MWI_4_12,Census 2018,CY2024Q2,female,55-59,5494.760916167417,
MWI_4_12,Census 2018,CY2024Q2,female,60-64,3709.883203149501,
MWI_4_12,Census 2018,CY2024Q2,female,65-69,4848.187991772301,
MWI_4_12,Census 2018,CY2024Q2,female,70-74,2679.5606905029636,
MWI_4_12,Census 2018,CY2024Q2,female,75-79,3028.865139588436,
MWI_4_12,Census 2018,CY2024Q2,female,80+,3475.7847242988246,
MWI_4_12,Census 2018,CY2024Q2,male,00-04,40174.36464254195,
MWI_4_12,Census 2018,CY2024Q2,male,05-09,40584.878219209844,
MWI_4_12,Census 2018,CY2024Q2,male,10-14,46508.80986081553,
MWI_4_12,Census 2018,CY2024Q2,male,15-19,33452.98573883995,
MWI_4_12,Census 2018,CY2024Q2,male,20-24,27128.853566656504,
MWI_4_12,Census 2018,CY2024Q2,male,25-29,19265.883718584028,
MWI_4_12,Census 2018,CY2024Q2,male,30-34,15465.423974427898,
MWI_4_12,Census 2018,CY2024Q2,male,35-39,14498.606117349167,
MWI_4_12,Census 2018,CY2024Q2,male,40-44,11381.164310379261,
MWI_4_12,Census 2018,CY2024Q2,male,45-49,8252.73336061373,
MWI_4_12,Census 2018,CY2024Q2,male,50-54,5566.320288736234,
MWI_4_12,Census 2018,CY2024Q2,male,55-59,4381.401774814036,
MWI_4_12,Census 2018,CY2024Q2,male,60-64,3626.074420858223,
MWI_4_12,Census 2018,CY2024Q2,male,65-69,4381.5109481505315,
MWI_4_12,Census 2018,CY2024Q2,male,70-74,2139.517391009545,
MWI_4_12,Census 2018,CY2024Q2,male,75-79,2074.52430193858,
MWI_4_12,Census 2018,CY2024Q2,male,80+,1476.7436426738013,
MWI_4_12,Census 2018,CY2025Q2,female,00-04,44254.02869672664,
MWI_4_12,Census 2018,CY2025Q2,female,05-09,47258.439022898114,
MWI_4_12,Census 2018,CY2025Q2,female,10-14,51255.35838637998,
MWI_4_12,Census 2018,CY2025Q2,female,15-19,35703.40568803804,
MWI_4_12,Census 2018,CY2025Q2,female,20-24,31951.38752053165,
MWI_4_12,Census 2018,CY2025Q2,female,25-29,21751.567881011455,
MWI_4_12,Census 2018,CY2025Q2,female,30-34,19182.954684061846,
MWI_4_12,Census 2018,CY2025Q2,female,35-39,16498.00955226039,
MWI_4_12,Census 2018,CY2025Q2,female,40-44,11742.14104948339,
MWI_4_12,Census 2018,CY2025Q2,female,45-49,8194.49870819705,
MWI_4_12,Census 2018,CY2025Q2,female,50-54,6953.4802530536135,
MWI_4_12,Census 2018,CY2025Q2,female,55-59,5970.892143204942,
MWI_4_12,Census 2018,CY2025Q2,female,60-64,3844.475525710187,
MWI_4_12,Census 2018,CY2025Q2,female,65-69,5170.483574262335,
MWI_4_12,Census 2018,CY2025Q2,female,70-74,2780.651210078867,
MWI_4_12,Census 2018,CY2025Q2,female,75-79,3265.535092445289,
MWI_4_12,Census 2018,CY2025Q2,female,80+,3710.0456418502367,
MWI_4_12,Census 2018,CY2025Q2,male,00-04,40597.86236469518,
MWI_4_12,Census 2018,CY2025Q2,male,05-09,41414.77615973698,
MWI_4_12,Census 2018,CY2025Q2,male,10-14,47876.12221726113,
MWI_4_12,Census 2018,CY2025Q2,male,15-19,35248.55711224122,
MWI_4_12,Census 2018,CY2025Q2,male,20-24,28343.105644826657,
MWI_4_12,Census 2018,CY2025Q2,male,25-29,20203.90945789192,
MWI_4_12,Census 2018,CY2025Q2,male,30-34,15887.714918712458,
MWI_4_12,Census 2018,CY2025Q2,male,35-39,14765.676953118505,
MWI_4_12,Census 2018,CY2025Q2,male,40-44,11712.159233018507,
MWI_4_12,Census 2018,CY2025Q2,male,45-49,8502.986088164871,
MWI_4_12,Census 2018,CY2025Q2,male,50-54,5581.16496278351,
MWI_4_12,Census 2018,CY2025Q2,male,55-59,4568.831053214069,
MWI_4_12,Census 2018,CY2025Q2,male,60-64,3751.2410351501358,
MWI_4_12,Census 2018,CY2025Q2,male,65-69,4823.604003574318,
MWI_4_12,Census 2018,CY2025Q2,male,70-74,2249.8878851463987,
MWI_4_12,Census 2018,CY2025Q2,male,75-79,2236.230579959151,
MWI_4_12,Census 2018,CY2025Q2,male,80+,1484.8440091083103,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
